code_com,code_dept,commune,demandeurs_emploi_homme
59233,59,Flaumont-Waudrechies,8
59234,59,Flers-en-Escrebieux,212
59236,59,Flesquières,6
59237,59,Flêtre,11
59238,59,Flines-lès-Mortagne,39
59239,59,Flines-lez-Raches,107
59240,59,Floursies,
59241,59,Floyon,11
59242,59,Fontaine-au-Bois,8
59243,59,Fontaine-au-Pire,27
59244,59,Fontaine-Notre-Dame,37
59246,59,Forest-en-Cambrésis,13
59247,59,Forest-sur-Marque,22
59249,59,Fourmies,640
59250,59,Fournes-en-Weppes,30
59251,59,Frasnoy,9
59252,59,Frelinghien,36
59253,59,Fresnes-sur-Escaut,279
59254,59,Fressain,15
59255,59,Fressies,13
59256,59,Fretin,70
59257,59,Fromelles,9
59258,59,Genech,41
59259,59,Ghissignies,7
59260,59,Ghyvelde,67
59261,59,Glageon,70
59262,59,Godewaersvelde,32
59263,59,Gœulzin,22
59264,59,Gognies-Chaussée,22
59265,59,Gommegnies,47
59266,59,Gondecourt,69
59267,59,Gonnelieu,9
59268,59,La Gorgue,136
59269,59,Gouzeaucourt,36
59270,59,Grand-Fayt,10
59271,59,Grande-Synthe,978
59272,59,Grand-Fort-Philippe,173
59273,59,Gravelines,351
59274,59,La Groise,11
59275,59,Gruson,9
59276,59,Guesnain,150
59277,59,Gussignies,
59278,59,Hallennes-lez-Haubourdin,82
59279,59,Halluin,587
59280,59,Hamel,18
59281,59,Hantay,32
59282,59,Hardifort,
59283,59,Hargnies,16
59284,59,Hasnon,70
59285,59,Haspres,69
59286,59,Haubourdin,408
59287,59,Haucourt-en-Cambrésis,
59288,59,Haulchin,65
59289,59,Haussy,34
59290,59,Haut-Lieu,9
59291,59,Hautmont,647
59292,59,Haveluy,114
59293,59,Haverskerque,23
59294,59,Haynecourt,
59295,59,Hazebrouck,547
59296,59,Hecq,
59297,59,Hélesmes,46
59299,59,Hem,656
59300,59,Hem-Lenglet,17
59301,59,Hergnies,100
59302,59,Hérin,109
59303,59,Herlies,27
59304,59,Herrin,
59305,59,Herzeele,17
59306,59,Hestrud,
59307,59,Holque,29
59308,59,Hondeghem,22
59309,59,Hondschoote,87
59310,59,Hon-Hergies,18
59311,59,Honnechy,12
59312,59,Honnecourt-sur-Escaut,20
59313,59,Hordain,32
59314,59,Hornaing,105
59315,59,Houdain-lez-Bavay,16
59316,59,Houplin-Ancoisne,81
59317,59,Houplines,166
59318,59,Houtkerque,18
59319,59,Hoymille,39
59320,59,Illies,22
59321,59,Inchy,22
59322,59,Iwuy,115
59323,59,Jenlain,11
59324,59,Jeumont,415
59325,59,Jolimetz,17
59326,59,Killem,15
59327,59,Lallaing,256
59328,59,Lambersart,576
59329,59,Lambres-lez-Douai,137
59330,59,Landas,25
59331,59,Landrecies,138
59332,59,Lannoy,65
59333,59,Larouillies,
59334,59,Lauwin-Planque,44
59335,59,Lecelles,47
59336,59,Lécluse,51
59337,59,Lederzeele,6
59338,59,Ledringhem,10
59339,59,Leers,199
59340,59,Leffrinckoucke,117
59341,59,Lesdain,9
59342,59,Lez-Fontaine,
59343,59,Lesquin,140
59344,59,Leval,74
59345,59,Lewarde,81
59346,59,Lezennes,67
59347,59,Liessies,20
59348,59,Lieu-Saint-Amand,25
59349,59,Ligny-en-Cambrésis,44
59350,59,Lille,9481
59351,59,Limont-Fontaine,13
59352,59,Linselles,156
59353,59,Locquignol,6
59354,59,Loffre,
59356,59,Lompret,32
59357,59,La Longueville,44
59358,59,Looberghe,22
59359,59,Loon-Plage,139
59360,59,Loos,692
59361,59,Lourches,188
59363,59,Louvignies-Quesnoy,17
59364,59,Louvil,11
59365,59,Louvroil,364
59366,59,Lynde,10
59367,59,Lys-lez-Lannoy,374
59368,59,La Madeleine,672
59369,59,Maing,92
59370,59,Mairieux,9
59371,59,Le Maisnil,8
59372,59,Malincourt,10
59374,59,Marbaix,9
59375,59,Marchiennes,82
59377,59,Marcoing,42
59378,59,Marcq-en-Barœul,813
59379,59,Marcq-en-Ostrevent,12
59381,59,Maresches,13
59382,59,Maretz,52
59383,59,Marly,383
59384,59,Maroilles,28
59385,59,Marpent,91
59386,59,Marquette-lez-Lille,271
59387,59,Marquette-en-Ostrevant,33
59388,59,Marquillies,31
59389,59,Masnières,62
59390,59,Masny,191
59391,59,Mastaing,21
59392,59,Maubeuge,1652
59393,59,Maulde,22
59394,59,Maurois,14
59395,59,Mazinghien,10
59396,59,Mecquignies,10
59397,59,Merckeghem,6
59398,59,Mérignies,29
59399,59,Merris,12
59400,59,Merville,253
59401,59,Méteren,37
59402,59,Millam,5
59403,59,Millonfosse,9
59404,59,Les Moëres,11
59405,59,Mœuvres,5
59406,59,Monceau-Saint-Waast,7
59407,59,Monchaux-sur-Écaillon,19
59408,59,Moncheaux,24
59409,59,Monchecourt,78
59410,59,Mons-en-Barœul,795
59411,59,Mons-en-Pévèle,34
59412,59,Montay,9
59413,59,Montigny-en-Cambrésis,14
59414,59,Montigny-en-Ostrevent,166
59415,59,Montrécourt,
59416,59,Morbecque,40
59418,59,Mortagne-du-Nord,42
59419,59,Mouchin,15
59420,59,Moustier-en-Fagne,0
59421,59,Mouvaux,270
59422,59,Naves,21
59423,59,Neuf-Berquin,18
59424,59,Neuf-Mesnil,54
59425,59,Neuville-en-Avesnois,
59426,59,Neuville-en-Ferrain,178
59427,59,La Neuville,9
59428,59,Neuville-Saint-Rémy,125
59429,59,Neuville-sur-Escaut,84
59430,59,Neuvilly,22
59431,59,Nieppe,164
59432,59,Niergnies,10
59433,59,Nieurlet,18
59434,59,Nivelle,24
59435,59,Nomain,25
59436,59,Noordpeene,8
59437,59,Noyelles-lès-Seclin,12
59438,59,Noyelles-sur-Escaut,16
59439,59,Noyelles-sur-Sambre,
59440,59,Noyelles-sur-Selle,11
59441,59,Obies,12
59442,59,Obrechies,
59443,59,Ochtezeele,
59444,59,Odomez,17
59445,59,Ohain,37
59446,59,Oisy,9
59447,59,Onnaing,314
59448,59,Oost-Cappel,9
59449,59,Orchies,181
59450,59,Ors,12
59451,59,Orsinval,10
59452,59,Ostricourt,173
59453,59,Oudezeele,14
59454,59,Oxelaëre,11
59455,59,Paillencourt,18
59456,59,Pecquencourt,277
59457,59,Pérenchies,161
59458,59,Péronne-en-Mélantois,12
59459,59,Petite-Forêt,121
59461,59,Petit-Fayt,5
59462,59,Phalempin,71
59463,59,Pitgam,13
59464,59,Poix-du-Nord,65
59465,59,Pommereuil,13
59466,59,Pont-à-Marcq,36
59467,59,Pont-sur-Sambre,63
59468,59,Potelle,
59469,59,Pradelles,
59470,59,Prémesques,29
59471,59,Préseau,33
59472,59,Preux-au-Bois,24
59473,59,Preux-au-Sart,6
59474,59,Prisches,16
59475,59,Prouvy,55
59476,59,Proville,93
59477,59,Provin,75
59478,59,Quaëdypre,21
59479,59,Quarouble,73
59480,59,Quérénaing,10
59481,59,Le Quesnoy,185
59482,59,Quesnoy-sur-Deûle,118
59483,59,Quiévelon,
59484,59,Quiévrechain,234
59485,59,Quiévy,47
59486,59,Râches,73
59487,59,Radinghem-en-Weppes,17
59488,59,Raillencourt-Sainte-Olle,71
59489,59,Raimbeaucourt,97
59490,59,Rainsars,
59491,59,Raismes,515
59492,59,Ramillies,16
59493,59,Ramousies,6
59494,59,Raucourt-au-Bois,5
59495,59,Recquignies,78
59496,59,Rejet-de-Beaulieu,
59497,59,Renescure,36
59498,59,Reumont,8
59499,59,Rexpoëde,27
59500,59,Ribécourt-la-Tour,6
59501,59,Rieulay,34
59502,59,Rieux-en-Cambrésis,37
59503,59,Robersart,
59504,59,Rœulx,105
59505,59,Rombies-et-Marchipont,6
59506,59,Romeries,12
59507,59,Ronchin,560
59508,59,Roncq,248
59509,59,Roost-Warendin,172
59511,59,Rosult,32
59512,59,Roubaix,5553
59513,59,Roucourt,6
59514,59,Rousies,107
59515,59,Rouvignies,11
59516,59,Rubrouck,14
59517,59,Les Rues-des-Vignes,10
59518,59,Ruesnes,5
59519,59,Rumegies,16
59520,59,Rumilly-en-Cambrésis,42
59521,59,Sailly-lez-Cambrai,6
59522,59,Sailly-lez-Lannoy,24
59523,59,Sainghin-en-Mélantois,38
59524,59,Sainghin-en-Weppes,91
59525,59,Sains-du-Nord,106
59526,59,Saint-Amand-les-Eaux,489
59527,59,Saint-André-lez-Lille,223
59528,59,Saint-Aubert,47
59529,59,Saint-Aubin,
59530,59,Saint-Aybert,8
59531,59,Saint-Benin,9
59532,59,Saint-Georges-sur-l'Aa,6
59533,59,Saint-Hilaire-lez-Cambrai,45
59534,59,Saint-Hilaire-sur-Helpe,21
59535,59,Saint-Jans-Cappel,25
59536,59,Sainte-Marie-Cappel,11
59537,59,Saint-Martin-sur-Écaillon,9
59538,59,Saint-Momelin,11
59539,59,Saint-Pierre-Brouck,13
59541,59,Saint-Python,27
59542,59,Saint-Remy-Chaussée,7
59543,59,Saint-Remy-du-Nord,28
59544,59,Saint-Saulve,265
59545,59,Saint-Souplet,42
59546,59,Saint-Sylvestre-Cappel,20
59547,59,Saint-Vaast-en-Cambrésis,18
59548,59,Saint-Waast,13
59549,59,Salesches,9
59550,59,Salomé,65
59551,59,Saméon,19
59552,59,Sancourt,5
59553,59,Santes,108
59554,59,Sars-et-Rosières,5
59555,59,Sars-Poteries,51
59556,59,Sassegnies,
59557,59,Saultain,56
59558,59,Saulzoir,19
59559,59,Sebourg,27
59560,59,Seclin,333
59562,59,Sémeries,8
59563,59,Semousies,
59564,59,La Sentinelle,123
59565,59,Sepmeries,8
59566,59,Sequedin,63
59567,59,Séranvillers-Forenville,
59568,59,Sercus,
59569,59,Sin-le-Noble,647
59570,59,Socx,10
59571,59,Solesmes,159
59572,59,Solre-le-Château,57
59573,59,Solrinnes,
59574,59,Somain,468
59575,59,Sommaing,
59576,59,Spycker,23
59577,59,Staple,12
59578,59,Steenbecque,23
59579,59,Steene,20
59580,59,Steenvoorde,72
59581,59,Steenwerck,57
59582,59,Strazeele,18
59583,59,Taisnières-en-Thiérache,8
59584,59,Taisnières-sur-Hon,15
59585,59,Templemars,68
59586,59,Templeuve,102
59587,59,Terdeghem,10
59588,59,Téteghem,161
59589,59,Thiant,65
59590,59,Thiennes,15
59591,59,Thivencelle,32
59592,59,Thumeries,73
59593,59,Thun-l'Évêque,15
59594,59,Thun-Saint-Amand,37
59595,59,Thun-Saint-Martin,11
59596,59,Tilloy-lez-Marchiennes,6
59597,59,Tilloy-lez-Cambrai,19
59598,59,Toufflers,91
59599,59,Tourcoing,4043
59600,59,Tourmignies,6
59601,59,Trélon,91
59602,59,Tressin,19
59603,59,Trith-Saint-Léger,207
59604,59,Troisvilles,19
59605,59,Uxem,14
59606,59,Valenciennes,1564
59607,59,Vendegies-au-Bois,
59608,59,Vendegies-sur-Écaillon,13
59609,59,Vendeville,23
59610,59,Verchain-Maugré,17
59611,59,Verlinghem,27
59612,59,Vertain,19
59613,59,Vicq,39
59614,59,Viesly,36
59615,59,Vieux-Berquin,38
59616,59,Vieux-Condé,362
59617,59,Vieux-Mesnil,10
59618,59,Vieux-Reng,14
59619,59,Villereau,19
59620,59,Villers-au-Tertre,8
59622,59,Villers-en-Cauchies,34
59623,59,Villers-Guislain,15
59624,59,Villers-Outréaux,77
59625,59,Villers-Plouich,5
59626,59,Villers-Pol,24
59627,59,Villers-Sire-Nicole,31
59628,59,Volckerinckhove,
59629,59,Vred,30
59630,59,Wahagnies,55
59631,59,Walincourt-Selvigny,59
59632,59,Wallers,165
59633,59,Wallers-en-Fagne,
59634,59,Wallon-Cappel,13
59635,59,Wambaix,5
59636,59,Wambrechies,168
59637,59,Wandignies-Hamage,16
59638,59,Wannehain,16
59639,59,Wargnies-le-Grand,17
59640,59,Wargnies-le-Petit,16
59641,59,Warhem,42
59642,59,Warlaing,5
59643,59,Warneton,
59645,59,Wasnes-au-Bac,13
59646,59,Wasquehal,427
59647,59,Watten,69
59648,59,Wattignies,370
59649,59,Wattignies-la-Victoire,
59650,59,Wattrelos,1495
59651,59,Wavrechain-sous-Denain,69
59652,59,Wavrechain-sous-Faulx,5
59653,59,Wavrin,189
59654,59,Waziers,317
59655,59,Wemaers-Cappel,
59656,59,Wervicq-Sud,117
59657,59,West-Cappel,
59658,59,Wicres,
59659,59,Wignehies,145
59660,59,Willems,57
59661,59,Willies,6
59662,59,Winnezeele,15
59663,59,Wormhout,78
59664,59,Wulverdinghe,6
59665,59,Wylder,
59666,59,Zegerscappel,17
59667,59,Zermezeele,
59668,59,Zuydcoote,28
59669,59,Zuytpeene,8
59670,59,Don,24
60001,60,Abancourt,15
60002,60,Abbecourt,10
60003,60,Abbeville-Saint-Lucien,
60004,60,Achy,5
60005,60,Acy-en-Multien,13
60006,60,Les Ageux,17
60007,60,Agnetz,45
60008,60,Airion,
60009,60,Allonne,22
60010,60,Amblainville,20
60011,60,Amy,10
60012,60,Andeville,77
60013,60,Angicourt,30
60014,60,Angivillers,
60015,60,Angy,19
60016,60,Ansacq,
60017,60,Ansauvillers,22
60018,60,Anserville,12
60019,60,Antheuil-Portes,9
60020,60,Antilly,7
60021,60,Appilly,8
60022,60,Apremont,12
60023,60,Armancourt,6
60024,60,Arsy,19
60025,60,Attichy,38
60026,60,Auchy-la-Montagne,10
60027,60,Auger-Saint-Vincent,5
60028,60,Aumont-en-Halatte,
60029,60,Auneuil,63
60030,60,Auteuil,9
60031,60,Autheuil-en-Valois,
60032,60,Autrêches,11
60033,60,Avilly-Saint-Léonard,
60034,60,Avrechy,21
60035,60,Avricourt,8
60036,60,Avrigny,6
60037,60,Babœuf,11
60038,60,Bachivillers,
60039,60,Bacouël,8
60040,60,Bailleul-le-Soc,
60041,60,Bailleul-sur-Thérain,50
60042,60,Bailleval,11
60043,60,Bailly,13
60044,60,Balagny-sur-Thérain,41
60045,60,Barbery,8
60046,60,Bargny,
60047,60,Baron,13
60048,60,Baugy,
60049,60,Bazancourt,
60050,60,Bazicourt,
60051,60,Beaudéduit,
60052,60,Beaugies-sous-Bois,
60053,60,Beaulieu-les-Fontaines,10
60054,60,Beaumont-les-Nonains,
60055,60,Beaurains-lès-Noyon,
60056,60,Beaurepaire,
60057,60,Beauvais,1874
60058,60,Beauvoir,
60059,60,Béhéricourt,
60060,60,Belle-Église,11
60061,60,Belloy,
60062,60,Berlancourt,
60063,60,Berneuil-en-Bray,10
60064,60,Berneuil-sur-Aisne,15
60065,60,Berthecourt,39
60066,60,Béthancourt-en-Valois,
60067,60,Béthisy-Saint-Martin,20
60068,60,Béthisy-Saint-Pierre,62
60069,60,Betz,12
60070,60,Bienville,9
60071,60,Biermont,
60072,60,Bitry,
60073,60,Blacourt,6
60074,60,Blaincourt-lès-Précy,14
60075,60,Blancfossé,
60076,60,Blargies,10
60077,60,Blicourt,
60078,60,Blincourt,
60079,60,Boissy-Fresnoy,19
60080,60,Boissy-le-Bois,
60081,60,Bonlier,
60082,60,Bonneuil-les-Eaux,10
60083,60,Bonneuil-en-Valois,24
60084,60,Bonnières,
60085,60,Bonvillers,
60086,60,Boran-sur-Oise,34
60087,60,Borest,
60088,60,Bornel,74
60089,60,Boubiers,
60090,60,Bouconvillers,
60091,60,Bouillancy,
60092,60,Boullarre,
60093,60,Boulogne-la-Grasse,6
60094,60,Boursonne,6
60095,60,Boury-en-Vexin,
60096,60,Boutavent,
60097,60,Boutencourt,5
60098,60,Bouvresse,
60099,60,Braisnes-sur-Aronde,
60100,60,Brasseuse,
60101,60,Brégy,13
60102,60,Brenouille,44
60103,60,Bresles,77
60104,60,Breteuil,138
60105,60,Brétigny,12
60106,60,Breuil-le-Sec,35
60107,60,Breuil-le-Vert,35
60108,60,Briot,
60109,60,Brombos,5
60110,60,Broquiers,
60111,60,Broyes,
60112,60,Brunvillers-la-Motte,7
60113,60,Bucamps,
60114,60,Buicourt,
60115,60,Bulles,17
60116,60,Bury,70
60117,60,Bussy,
60118,60,Caisnes,13
60119,60,Cambronne-lès-Ribécourt,24
60120,60,Cambronne-lès-Clermont,12
60121,60,Campagne,
60122,60,Campeaux,9
60123,60,Campremy,
60124,60,Candor,
60125,60,Canly,14
60126,60,Cannectancourt,6
60127,60,Canny-sur-Matz,6
60128,60,Canny-sur-Thérain,5
60129,60,Carlepont,33
60130,60,Catenoy,18
60131,60,Catheux,
60132,60,Catigny,
60133,60,Catillon-Fumechon,10
60134,60,Cauffry,45
60135,60,Cauvigny,25
60136,60,Cempuis,
60137,60,Cernoy,
60138,60,Chamant,27
60139,60,Chambly,186
60140,60,Chambors,5
60141,60,Chantilly,246
60142,60,La Chapelle-en-Serval,46
60143,60,Chaumont-en-Vexin,56
60144,60,Chavençon,
60145,60,Chelles,8
60146,60,Chepoix,7
60147,60,Chevincourt,19
60148,60,Chèvreville,
60149,60,Chevrières,28
60150,60,Chiry-Ourscamp,38
60151,60,Choisy-au-Bac,63
60152,60,Choisy-la-Victoire,7
60153,60,Choqueuse-les-Bénards,
60154,60,Cinqueux,26
60155,60,Cires-lès-Mello,97
60156,60,Clairoix,37
60157,60,Clermont,302
60158,60,Coivrel,
60159,60,Compiègne,1147
60160,60,Conchy-les-Pots,11
60161,60,Conteville,
60162,60,Corbeil-Cerf,
60163,60,Cormeilles,9
60164,60,Le Coudray-Saint-Germer,23
60165,60,Le Coudray-sur-Thelle,14
60166,60,Coudun,14
60167,60,Couloisy,13
60168,60,Courcelles-Epayelles,
60169,60,Courcelles-lès-Gisors,17
60170,60,Courteuil,9
60171,60,Courtieux,
60172,60,Coye-la-Forêt,63
60173,60,Cramoisy,17
60174,60,Crapeaumesnil,
60175,60,Creil,1417
60176,60,Crépy-en-Valois,368
60177,60,Cressonsacq,8
60178,60,Crèvecœur-le-Grand,96
60179,60,Crèvecœur-le-Petit,
60180,60,Crillon,7
60181,60,Crisolles,29
60182,60,Le Crocq,
60183,60,Croissy-sur-Celle,
60184,60,Croutoy,
60185,60,Crouy-en-Thelle,19
60186,60,Cuignières,
60187,60,Cuigy-en-Bray,25
60188,60,Cuise-la-Motte,44
60189,60,Cuts,18
60190,60,Cuvergnon,
60191,60,Cuvilly,11
60192,60,Cuy,
60193,60,Daméraucourt,
60194,60,Dargies,
60195,60,Delincourt,7
60196,60,Le Déluge,12
60197,60,Dieudonné,15
60198,60,Dives,9
60199,60,Doméliers,
60200,60,Domfront,
60201,60,Dompierre,
60203,60,Duvy,8
60204,60,Écuvilly,7
60205,60,Élencourt,
60206,60,Élincourt-Sainte-Marguerite,17
60207,60,Éméville,
60208,60,Énencourt-Léage,
60209,60,Énencourt-le-Sec,
60210,60,Épineuse,9
60211,60,Éragny-sur-Epte,14
60212,60,Ercuis,25
60213,60,Ermenonville,16
60214,60,Ernemont-Boutavent,
60215,60,Erquery,8
60216,60,Erquinvillers,
60217,60,Escames,
60218,60,Esches,21
60219,60,Escles-Saint-Pierre,
60220,60,Espaubourg,
60221,60,Esquennoy,25
60222,60,Essuiles,10
60223,60,Estrées-Saint-Denis,60
60224,60,Étavigny,
60225,60,Étouy,9
60226,60,Ève,
60227,60,Évricourt,
60228,60,Fay-les-Étangs,
60229,60,Le Fayel,6
60230,60,Le Fay-Saint-Quentin,
60231,60,Feigneux,6
60232,60,Ferrières,6
60233,60,Feuquières,44
60234,60,Fitz-James,42
60235,60,Flavacourt,15
60236,60,Flavy-le-Meldeux,6
60237,60,Fléchy,
60238,60,Fleurines,29
60239,60,Fleury,12
60240,60,Fontaine-Bonneleau,
60241,60,Fontaine-Chaalis,
60242,60,Fontaine-Lavaganne,8
60243,60,Fontaine-Saint-Lucien,
60244,60,Fontenay-Torcy,
60245,60,Formerie,56
60246,60,Fosseuse,13
60247,60,Fouilleuse,
60248,60,Fouilloy,
60249,60,Foulangues,
60250,60,Fouquenies,8
60251,60,Fouquerolles,
60252,60,Fournival,5
60253,60,Francastel,6
60254,60,Francières,9
60255,60,Fréniches,12
60256,60,Fresneaux-Montchevreuil,18
60257,60,Fresne-Léguillon,13
60258,60,Fresnières,
60259,60,Fresnoy-en-Thelle,8
60260,60,Fresnoy-la-Rivière,13
60261,60,Fresnoy-le-Luat,12
60262,60,Le Frestoy-Vaux,
60263,60,Frétoy-le-Château,6
60264,60,Frocourt,
60265,60,Froissy,23
60267,60,Le Gallet,
60268,60,Gannes,
60269,60,Gaudechart,
60270,60,Genvry,
60271,60,Gerberoy,
60272,60,Gilocourt,12
60273,60,Giraumont,6
60274,60,Glaignes,
60275,60,Glatigny,
60276,60,Godenvillers,
60277,60,Goincourt,18
60278,60,Golancourt,
60279,60,Gondreville,
60280,60,Gourchelles,
60281,60,Gournay-sur-Aronde,
60282,60,Gouvieux,141
60283,60,Gouy-les-Groseillers,
60284,60,Grandfresnoy,27
60285,60,Grandvillers-aux-Bois,
60286,60,Grandvilliers,64
60287,60,Grandrû,8
60288,60,Grémévillers,
60289,60,Grez,
60290,60,Guignecourt,
60291,60,Guiscard,54
60292,60,Gury,
60293,60,Hadancourt-le-Haut-Clocher,9
60294,60,Hainvillers,
60295,60,Halloy,8
60296,60,Hannaches,
60297,60,Le Hamel,
60298,60,Hanvoile,11
60299,60,Hardivillers,24
60300,60,Hardivillers-en-Vexin,
60301,60,Haucourt,
60302,60,Haudivillers,9
60303,60,Hautbos,
60304,60,Haute-Épine,
60305,60,Hautefontaine,12
60306,60,Hécourt,
60307,60,Heilles,11
60308,60,Hémévillers,8
60309,60,Hénonville,10
60310,60,Herchies,
60311,60,La Hérelle,
60312,60,Héricourt-sur-Thérain,
60313,60,Hermes,76
60314,60,Hétomesnil,
60315,60,Hodenc-en-Bray,
60316,60,Hodenc-l'Évêque,
60317,60,Hondainville,20
60318,60,Houdancourt,
60319,60,La Houssoye,15
60320,60,Ivors,
60321,60,Ivry-le-Temple,15
60322,60,Jaméricourt,
60323,60,Janville,13
60324,60,Jaulzy,16
60325,60,Jaux,32
60326,60,Jonquières,11
60327,60,Jouy-sous-Thelle,13
60328,60,Juvignies,
60329,60,Laberlière,
60330,60,Laboissière-en-Thelle,21
60331,60,Labosse,11
60332,60,Labruyère,7
60333,60,Lachapelle-aux-Pots,33
60334,60,Lachapelle-Saint-Pierre,23
60335,60,Lachapelle-sous-Gerberoy,
60336,60,Lachaussée-du-Bois-d'Écu,
60337,60,Lachelle,9
60338,60,Lacroix-Saint-Ouen,87
60339,60,Lafraye,
60340,60,Lagny,17
60341,60,Lagny-le-Sec,19
60342,60,Laigneville,104
60343,60,Lalande-en-Son,23
60344,60,Lalandelle,14
60345,60,Lamécourt,
60346,60,Lamorlaye,148
60347,60,Lannoy-Cuillère,
60348,60,Larbroye,15
60350,60,Lassigny,34
60351,60,Lataule,
60352,60,Lattainville,
60353,60,Lavacquerie,
60354,60,Laverrière,
60355,60,Laversines,12
60356,60,Lavilletertre,
60357,60,Léglantiers,11
60358,60,Lévignen,13
60359,60,Lhéraule,
60360,60,Liancourt,178
60361,60,Liancourt-Saint-Pierre,15
60362,60,Libermont,
60363,60,Lierville,
60364,60,Lieuvillers,11
60365,60,Lihus,
60366,60,Litz,5
60367,60,Loconville,6
60368,60,Longueil-Annel,59
60369,60,Longueil-Sainte-Marie,28
60370,60,Lormaison,33
60371,60,Loueuse,
60372,60,Luchy,5
60373,60,Machemont,14
60374,60,Maignelay-Montigny,79
60375,60,Maimbeville,
60376,60,Maisoncelle-Saint-Pierre,
60377,60,Maisoncelle-Tuilerie,
60378,60,Marest-sur-Matz,
60379,60,Mareuil-la-Motte,15
60380,60,Mareuil-sur-Ourcq,30
60381,60,Margny-aux-Cerises,
60382,60,Margny-lès-Compiègne,213
60383,60,Margny-sur-Matz,
60385,60,Marolles,8
60386,60,Marquéglise,
60387,60,Marseille-en-Beauvaisis,27
60388,60,Martincourt,
60389,60,Maucourt,6
60390,60,Maulers,
60391,60,Maysel,
60392,60,Mélicocq,14
60393,60,Mello,8
60394,60,Ménévillers,
60395,60,Méru,470
60396,60,Méry-la-Bataille,18
60397,60,Le Mesnil-Conteville,
60398,60,Le Mesnil-en-Thelle,38
60399,60,Le Mesnil-Saint-Firmin,
60400,60,Le Mesnil-sur-Bulles,
60401,60,Le Mesnil-Théribus,18
60402,60,Le Meux,46
60403,60,Milly-sur-Thérain,29
60404,60,Mogneville,26
60405,60,Moliens,17
60406,60,Monceaux,12
60407,60,Monceaux-l'Abbaye,
60408,60,Monchy-Humières,15
60409,60,Monchy-Saint-Éloi,35
60410,60,Mondescourt,5
60411,60,Monneville,15
60412,60,Montagny-en-Vexin,6
60413,60,Montagny-Sainte-Félicité,8
60414,60,Montataire,542
60415,60,Montépilloy,
60416,60,Montgérain,
60418,60,Montiers,11
60420,60,Montjavoult,7
60421,60,Mont-l'Évêque,8
60422,60,Montlognon,
60423,60,Montmacq,24
60424,60,Montmartin,
60425,60,Montreuil-sur-Brêche,11
60426,60,Montreuil-sur-Thérain,
60427,60,Monts,6
60428,60,Le Mont-Saint-Adrien,9
60429,60,Morangles,
60430,60,Morienval,14
60431,60,Morlincourt,24
60432,60,Mortefontaine,19
60433,60,Mortefontaine-en-Thelle,15
60434,60,Mortemer,
60435,60,Morvillers,6
60436,60,Mory-Montcrux,0
60437,60,Mouchy-le-Châtel,0
60438,60,Moulin-sous-Touvent,
60439,60,Mouy,166
60440,60,Moyenneville,11
60441,60,Moyvillers,
60442,60,Muidorge,
60443,60,Muirancourt,21
60444,60,Mureaumont,
60445,60,Nampcel,
60446,60,Nanteuil-le-Haudouin,72
60447,60,Néry,13
60448,60,Neufchelles,
60449,60,Neufvy-sur-Aronde,
60450,60,Neuilly-en-Thelle,71
60451,60,Neuilly-sous-Clermont,39
60452,60,Neuville-Bosc,
60453,60,La Neuville-d'Aumont,
60454,60,La Neuville-en-Hez,13
60455,60,La Neuville-Garnier,
60456,60,La Neuville-Roy,15
60457,60,La Neuville-Saint-Pierre,
60458,60,La Neuville-sur-Oudeuil,
60459,60,La Neuville-sur-Ressons,
60460,60,La Neuville-Vault,
60461,60,Nivillers,
60462,60,Noailles,73
60463,60,Nogent-sur-Oise,719
60464,60,Nointel,17
60465,60,Noirémont,
60466,60,Noroy,
60468,60,Nourard-le-Franc,8
60469,60,Novillers,
60470,60,Noyers-Saint-Martin,15
60471,60,Noyon,552
60472,60,Offoy,
60473,60,Ognes,
60474,60,Ognolles,8
60475,60,Ognon,
60476,60,Omécourt,
60477,60,Ons-en-Bray,39
60478,60,Ormoy-le-Davien,
60479,60,Ormoy-Villers,5
60480,60,Oroër,
60481,60,Orrouy,8
60482,60,Orry-la-Ville,39
60483,60,Orvillers-Sorel,12
60484,60,Oudeuil,
60485,60,Oursel-Maison,6
60486,60,Paillart,11
60487,60,Parnes,
60488,60,Passel,
60489,60,Péroy-les-Gombries,17
60490,60,Pierrefitte-en-Beauvaisis,11
60491,60,Pierrefonds,34
60492,60,Pimprez,11
60493,60,Pisseleu,
60494,60,Plailly,25
60495,60,Plainval,5
60496,60,Plainville,
60497,60,Le Plessier-sur-Bulles,
60498,60,Le Plessier-sur-Saint-Just,13
60499,60,Plessis-de-Roye,
60500,60,Le Plessis-Belleville,49
60501,60,Le Plessis-Brion,26
60502,60,Le Plessis-Patte-d'Oie,
60503,60,Le Ployron,
60504,60,Ponchon,17
60505,60,Pontarmé,10
60506,60,Pont-l'Évêque,21
60507,60,Pontoise-lès-Noyon,6
60508,60,Pontpoint,54
60509,60,Pont-Sainte-Maxence,381
60510,60,Porcheux,6
60511,60,Porquéricourt,5
60512,60,Pouilly,
60513,60,Précy-sur-Oise,41
60514,60,Prévillers,
60515,60,Pronleroy,7
60516,60,Puiseux-en-Bray,9
60517,60,Puiseux-le-Hauberger,9
60518,60,Puits-la-Vallée,
60519,60,Quesmy,
60520,60,Le Quesnel-Aubry,
60521,60,Quincampoix-Fleuzy,5
60522,60,Quinquempoix,
60523,60,Rainvillers,11
60524,60,Rantigny,51
