Code,Communes,Part_des_menages
60448,Neufchelles,14.4
60449,Neufvy-sur-Aronde,0
60450,Neuilly-en-Thelle,8.7
60451,Neuilly-sous-Clermont,6.5
60452,Neuville-Bosc,6.1
60453,La Neuville-d'Aumont,0
60454,La Neuville-en-Hez,8.3
60455,La Neuville-Garnier,20
60456,La Neuville-Roy,10.6
60457,La Neuville-Saint-Pierre,0
60458,La Neuville-sur-Oudeuil,3.3
60459,La Neuville-sur-Ressons,22.7
60460,La Neuville-Vault,6.7
60461,Nivillers,0
60462,Noailles,8.5
60463,Nogent-sur-Oise,11.3
60464,Nointel,13.2
60465,Noirémont,0
60466,Noroy,5.3
60468,Nourard-le-Franc,11.6
60469,Novillers,3
60470,Noyers-Saint-Martin,12.2
60471,Noyon,13.5
60472,Offoy,18.2
60473,Ognes,12.5
60474,Ognolles,0
60475,Ognon,14.3
60476,Omécourt,5.6
60477,Ons-en-Bray,7.4
60478,Ormoy-le-Davien,4
60479,Ormoy-Villers,6
60480,Oroër,1.9
60481,Orrouy,0
60482,Orry-la-Ville,5.8
60483,Orvillers-Sorel,0
60484,Oudeuil,0
60485,Oursel-Maison,10
60486,Paillart,2.1
60487,Parnes,3.3
60488,Passel,0
60489,Péroy-les-Gombries,4.3
60490,Pierrefitte-en-Beauvaisis,11.1
60491,Pierrefonds,6.6
60492,Pimprez,6.5
60493,Pisseleu,5.6
60494,Plailly,9.2
60495,Plainval,5.1
60496,Plainville,5.9
60497,Le Plessier-sur-Bulles,0
60498,Le Plessier-sur-Saint-Just,13.5
60499,Plessis-de-Roye,4.3
60500,Le Plessis-Belleville,8.1
60501,Le Plessis-Brion,7.9
60502,Le Plessis-Patte-d'Oie,9.1
60503,Le Ployron,25
60504,Ponchon,8.7
60505,Pontarmé,9
60506,Pont-l'Évêque,17.2
60507,Pontoise-lès-Noyon,8.7
60508,Pontpoint,6.8
60509,Pont-Sainte-Maxence,13.2
60510,Porcheux,0
60511,Porquéricourt,9.1
60512,Pouilly,7.1
60513,Précy-sur-Oise,8.6
60514,Prévillers,5.9
60515,Pronleroy,2.9
60516,Puiseux-en-Bray,7.5
60517,Puiseux-le-Hauberger,10.4
60518,Puits-la-Vallée,25
60519,Quesmy,6.3
60520,Le Quesnel-Aubry,5.3
60521,Quincampoix-Fleuzy,5.7
60522,Quinquempoix,13
60523,Rainvillers,5.9
60524,Rantigny,11.7
60525,Raray,13.5
60526,Ravenel,9.8
60527,Réez-Fosse-Martin,7.7
60528,Reilly,7.1
60529,Rémécourt,0
60530,Rémérangles,0
60531,Remy,8.7
60532,Ressons-l'Abbaye,11.1
60533,Ressons-sur-Matz,8.9
60534,Rethondes,7.4
60535,Reuil-sur-Brêche,6.9
60536,Rhuis,10
60537,Ribécourt-Dreslincourt,12.2
60538,Ricquebourg,12.5
60539,Rieux,6.5
60540,Rivecourt,8.6
60541,Roberval,7.5
60542,Rochy-Condé,8.8
60543,Rocquemont,0
60544,Rocquencourt,10.5
60545,Romescamps,12.7
60546,Rosières,0
60547,Rosoy,1.8
60548,Rosoy-en-Multien,9.1
60549,Rotangy,10
60550,Rothois,5.6
60551,Rousseloy,0
60552,Rouville,0
60553,Rouvillers,0
60554,Rouvres-en-Multien,4.9
60555,Rouvroy-les-Merles,0
60556,Royaucourt,15.8
60557,Roy-Boissy,3
60558,Roye-sur-Matz,11.6
60559,La Rue-Saint-Pierre,6.5
60560,Rully,3
60561,Russy-Bémont,5
60562,Sacy-le-Grand,5.1
60563,Sacy-le-Petit,6
60564,Sains-Morainvillers,0
60565,Saint-André-Farivillers,5.1
60566,Saint-Arnoult,10
60567,Saint-Aubin-en-Bray,7.5
60568,Saint-Aubin-sous-Erquery,3.2
60569,Saint-Crépin-aux-Bois,0
60570,Saint-Crépin-Ibouvillers,6.5
60571,Saint-Deniscourt,16.7
60572,Saint-Étienne-Roilaye,0
60573,Sainte-Eusoye,3.6
60574,Saint-Félix,1.9
60575,Sainte-Geneviève,9.3
60576,Saint-Germain-la-Poterie,7.5
60577,Saint-Germer-de-Fly,6.3
60578,Saintines,5.4
60579,Saint-Jean-aux-Bois,2.9
60581,Saint-Just-en-Chaussée,12
60582,Saint-Léger-aux-Bois,2.5
60583,Saint-Léger-en-Bray,9.1
60584,Saint-Leu-d'Esserent,10.9
60585,Saint-Martin-aux-Bois,10
60586,Saint-Martin-le-Nœud,2
60587,Saint-Martin-Longueau,9.7
60588,Saint-Maur,8.3
60589,Saint-Maximin,8
60590,Saint-Omer-en-Chaussée,9.2
60591,Saint-Paul,8.7
60592,Saint-Pierre-es-Champs,10.4
60593,Saint-Pierre-lès-Bitry,7.7
60594,Saint-Quentin-des-Prés,3.4
60595,Saint-Remy-en-l'Eau,7.7
60596,Saint-Samson-la-Poterie,7.4
60597,Saint-Sauveur,4.7
60598,Saint-Sulpice,6.7
60599,Saint-Thibault,10.3
60600,Saint-Vaast-de-Longmont,5.4
60601,Saint-Vaast-lès-Mello,12.5
60602,Saint-Valery,20
60603,Salency,5.9
60604,Sarcus,5.3
60605,Sarnois,3.2
60608,Le Saulchoy,0
60609,Savignies,2.7
60610,Sempigny,4.6
60611,Senantes,0
60612,Senlis,10.7
60613,Senots,0
60614,Serans,4.3
60615,Sérévillers,0
60616,Sérifontaine,11.3
60617,Sermaize,12.5
60618,Séry-Magneval,0
60619,Silly-le-Long,9.8
60620,Silly-Tillard,4.4
60621,Solente,16.7
60622,Sommereux,10.5
60623,Songeons,6
60624,Sully,5.9
60625,Suzoy,1.9
60626,Talmontiers,14.5
60627,Tartigny,9.6
60628,Therdonne,5.1
60629,Thérines,0
60630,Thibivillers,0
60631,Thiers-sur-Thève,8.4
60632,Thiescourt,7
60633,Thieuloy-Saint-Antoine,12.1
60634,Thieux,10.3
60635,Thiverny,11.7
60636,Thourotte,11.6
60637,Thury-en-Valois,6.8
60638,Thury-sous-Clermont,1.6
60639,Tillé,4
60640,Tourly,6.7
60641,Tracy-le-Mont,4.8
60642,Tracy-le-Val,5
60643,Tricot,12.4
60644,Trie-Château,5.3
60645,Trie-la-Ville,3
60646,Troissereux,11.3
60647,Trosly-Breuil,11.7
60648,Troussencourt,9.7
60649,Troussures,5.9
60650,Trumilly,8.9
60651,Ully-Saint-Georges,8.9
60652,Valdampierre,5.8
60653,Valescourt,3.6
60654,Vandélicourt,0
60655,Varesnes,7.9
60656,Varinfroy,4.5
60657,Vauchelles,11.1
60658,Vauciennes,7.7
60659,Vaudancourt,5.9
60660,Le Vaumain,0
60661,Vaumoise,1.2
60662,Le Vauroux,6.1
60663,Velennes,8.7
60664,Vendeuil-Caply,13.2
60665,Venette,10.4
60666,Ver-sur-Launette,4.2
60667,Verberie,10.9
60668,Verderel-lès-Sauqueuse,6.8
60669,Verderonne,6.7
60670,Verneuil-en-Halatte,5.7
60671,Versigny,8.6
60672,Vez,7.1
60673,Viefvillers,0
60674,Vieux-Moulin,6.9
60675,Vignemont,2.4
60676,Ville,6.7
60677,Villembray,8.7
60678,Villeneuve-les-Sablons,9
60679,La Villeneuve-sous-Thury,12.5
60680,Villeneuve-sur-Verberie,10
60681,Villers-Saint-Barthélemy,8.2
60682,Villers-Saint-Frambourg,5.1
60683,Villers-Saint-Genest,2.9
60684,Villers-Saint-Paul,10.9
60685,Villers-Saint-Sépulcre,5.6
60686,Villers-sous-Saint-Leu,4.5
60687,Villers-sur-Auchy,5.9
60688,Villers-sur-Bonnières,7.1
60689,Villers-sur-Coudun,4.5
60690,Villers-sur-Trie,6.7
60691,Villers-Vermont,7.7
60692,Villers-Vicomte,7.1
60693,Villeselve,6.1
60694,Villotran,3.8
60695,Vineuil-Saint-Firmin,9.6
60697,Vrocourt,0
60698,Wacquemoulin,0
60699,Wambez,0
60700,Warluis,6.1
60701,Wavignies,8.2
60702,Welles-Pérennes,9.1
60703,Aux Marais,6.8
62001,Ablain-Saint-Nazaire,6.8
62002,Ablainzevelle,0
62003,Acheville,4.1
62004,Achicourt,13
62005,Achiet-le-Grand,5.1
62006,Achiet-le-Petit,0
62007,Acq,1.5
62008,Acquin-Westbécourt,11.9
62009,Adinfer,0
62010,Affringues,5
62011,Agnez-lès-Duisans,7.8
62012,Agnières,8.7
62013,Agny,7.7
62014,Aire-sur-la-Lys,9.8
62015,Airon-Notre-Dame,0
62016,Airon-Saint-Vaast,6.7
62017,Aix-en-Ergny,7.1
62018,Aix-en-Issart,8
62019,Aix-Noulette,12.4
62020,Alembon,6.7
62021,Alette,5.9
62022,Alincthun,9.1
62023,Allouagne,5
62024,Alquines,6
62025,Ambleteuse,10.9
62026,Ambricourt,0
62027,Ambrines,9.5
62028,Ames,4.8
62029,Amettes,8.9
62030,Amplier,8.3
62031,Andres,7.1
62032,Angres,11.4
62033,Annay,12.4
62034,Annequin,11.4
62035,Annezin,7.8
62036,Anvin,11.2
62037,Anzin-Saint-Aubin,6.2
62038,Ardres,10.8
62039,Arleux-en-Gohelle,6.2
62040,Arques,11.5
62041,Arras,11.3
62042,Athies,8.3
62043,Les Attaques,4.8
62044,Attin,4.6
62045,Aubigny-en-Artois,10.5
62046,Aubin-Saint-Vaast,10.5
62047,Aubrometz,0
62048,Auchel,13.5
62049,Auchy-au-Bois,13.5
62050,Auchy-lès-Hesdin,11.6
62051,Auchy-les-Mines,11.2
62052,Audembert,5.4
62053,Audincthun,9.7
62054,Audinghen,6.5
62055,Audrehem,6.7
62056,Audresselles,9.7
62057,Audruicq,11
62058,Aumerval,10.5
62059,Autingues,14.3
62060,Auxi-le-Château,11.3
62061,Averdoingt,3.8
62062,Avesnes,0
62063,Avesnes-le-Comte,13.5
62064,Avesnes-lès-Bapaume,0
62065,Avion,13
62066,Avondance,33.3
62067,Avroult,4.2
62068,Ayette,5.9
62069,Azincourt,13.8
62070,Bailleul-aux-Cornailles,4.2
62071,Bailleul-lès-Pernes,3.1
62072,Bailleulmont,4.2
62073,Bailleul-Sir-Berthoult,6.7
62074,Bailleulval,16.7
62075,Baincthun,8.2
62076,Bainghen,0
62077,Bajus,3.2
62078,Balinghem,6.7
62079,Bancourt,0
62080,Bapaume,10.7
62081,Baralle,9.8
62082,Barastre,11.1
62083,Barlin,12.3
62084,Barly,4.5
62085,Basseux,0
62086,Bavincourt,8.8
62087,Bayenghem-lès-Éperlecques,4.3
62088,Bayenghem-lès-Seninghem,0
62089,Bazinghen,0
62090,Béalencourt,7.7
62091,Beaudricourt,0
62092,Beaufort-Blavincourt,6.8
62093,Beaulencourt,11.5
62094,Beaumerie-Saint-Martin,5.4
62095,Beaumetz-lès-Aire,4.3
62096,Beaumetz-lès-Cambrai,5.5
62097,Beaumetz-lès-Loges,15.3
62099,Beaurains,8.7
62100,Beaurainville,9.2
62101,Beauvois,20
62102,Bécourt,5
62103,Béhagnies,8.3
62104,Bellebrune,4
62105,Belle-et-Houllefort,6.7
62106,Bellonne,0
62107,Bénifontaine,5.6
62108,Berck,10.5
62109,Bergueneuse,13
62111,Berlencourt-le-Cauroy,10
62112,Berles-au-Bois,7.4
62113,Berles-Monchel,2.3
62114,Bermicourt,0
62115,Berneville,4
62116,Bernieulles,0
62117,Bertincourt,7.5
62118,Béthonsart,13.3
62119,Béthune,11.4
62120,Beugin,8.3
62121,Beugnâtre,0
62122,Beugny,3.4
62123,Beussent,7.3
62124,Beutin,21.4
62125,Beuvrequen,10.8
62126,Beuvry,9.3
62127,Bezinghem,0
62128,Biache-Saint-Vaast,8.4
62129,Biefvillers-lès-Bapaume,0
62130,Bienvillers-au-Bois,7.7
62131,Bihucourt,19.4
62132,Billy-Berclau,7.6
62133,Billy-Montigny,12.1
62134,Bimont,0
62135,Blairville,3.3
62137,Blangerval-Blangermont,0
62138,Blangy-sur-Ternoise,9.7
62139,Blendecques,10.9
62140,Bléquin,7.7
62141,Blessy,3.7
62142,Blingel,0
62143,Boffles,0
62144,Boiry-Becquerelle,7.7
62145,Boiry-Notre-Dame,6.5
62146,Boiry-Saint-Martin,3.6
62147,Boiry-Sainte-Rictrude,0
62148,Bois-Bernard,5.4
62149,Boisdinghem,0
62150,Boisjean,2
62151,Boisleux-au-Mont,10.9
62152,Boisleux-Saint-Marc,0
62153,Bomy,2
62154,Bonnières,6.2
62155,Bonningues-lès-Ardres,10
62156,Bonningues-lès-Calais,9.1
62157,Boubers-lès-Hesmond,14.3
62158,Boubers-sur-Canche,9.7
62160,Boulogne-sur-Mer,14.8
62161,Bouquehault,5.7
62162,Bourecq,7.4
62163,Bouret-sur-Canche,20
62164,Bourlon,5
62165,Bournonville,4.5
62166,Bours,7.1
62167,Boursin,13.6
62168,Bourthes,10.7
62169,Bouvelinghem,11.1
62170,Bouvigny-Boyeffles,8.1
62171,Boyaval,16.7
62172,Boyelles,3.6
62173,Brebières,8.9
62174,Brêmes,7.6
62175,Brévillers,0
62176,Bréxent-Énocq,4.9
62177,Brimeux,7.1
62178,Bruay-la-Buissière,11.7
62179,Brunembert,0
62180,Brias,0
62181,Bucquoy,9.7
62182,Buire-au-Bois,4.2
62183,Buire-le-Sec,14.9
62184,Buissy,8.3
62185,Bullecourt,4
62186,Bully-les-Mines,11.4
62187,Buneville,0
62188,Burbure,8
62189,Bus,10
62190,Busnes,3.2
62191,Caffiers,13.4
62192,Cagnicourt,17.1
62193,Calais,12.7
62194,Calonne-Ricouart,10.2
62195,Calonne-sur-la-Lys,7.4
62196,La Calotterie,3.2
62197,Camblain-Châtelain,8
62198,Cambligneul,3
62199,Camblain-l'Abbé,6.2
62200,Cambrin,7.4
62201,Camiers,7.6
62202,Campagne-lès-Boulonnais,1.9
62203,Campagne-lès-Guines,14.3
62204,Campagne-lès-Hesdin,6.1
62205,Campagne-lès-Wardrecques,1.9
62206,Campigneulles-les-Grandes,13.3
62207,Campigneulles-les-Petites,3.6
62208,Canettemont,0
62209,Canlers,5.9
62210,Canteleux,100
62211,Capelle-Fermont,0
62212,Capelle-lès-Hesdin,11.9
62213,Carency,6.9
62214,Carly,10.2
62215,Carvin,11.8
62216,La Cauchie,11.1
62217,Cauchy-à-la-Tour,10
62218,Caucourt,9.7
62219,Caumont,5.3
62220,Cavron-Saint-Martin,2.2
62221,Chelers,4
62222,Chériennes,5.9
62223,Chérisy,0
62224,Chocques,9.1
62225,Clairmarais,0
62226,Clarques,4.3
62227,Clenleu,0
62228,Clerques,0
62229,Cléty,3.1
62230,Colembert,5.7
62231,Colline-Beaumont,7.1
62232,La Comté,2.4
62233,Conchil-le-Temple,11.2
62234,Conchy-sur-Canche,12.5
62235,Condette,5.2
62236,Contes,2.8
62237,Conteville-lès-Boulogne,2.7
62238,Conteville-en-Ternois,12.5
62239,Coquelles,5.6
62240,Corbehem,6.7
62241,Cormont,0
62242,Couin,10
62243,Coullemont,0
62244,Coulogne,8.9
62245,Coulomby,6.8
62246,Coupelle-Neuve,5.9
62247,Coupelle-Vieille,7.3
62248,Courcelles-le-Comte,4.5
62249,Courcelles-lès-Lens,10.2
62250,Courrières,10.9
62251,Courset,2.4
62252,La Couture,6.4
62253,Couturelle,11.1
62254,Coyecques,8.6
62255,Crémarest,10.1
62256,Crépy,6.3
62257,Créquy,10.2
62258,Croisette,6.9
62259,Croisilles,3.3
62260,Croix-en-Ternois,7.1
62261,Cucq,7.1
62262,Cuinchy,4.3
62263,Dainville,8.7
62264,Dannes,10.5
62265,Delettes,2.8
62266,Denier,0
62267,Dennebrœucq,5.6
62268,Desvres,10.2
62269,Diéval,4
62270,Divion,10.5
62271,Dohem,6.8
62272,Douchy-lès-Ayette,9.4
62273,Doudeauville,4.3
62274,Dourges,11
62275,Douriez,3.9
62276,Douvrin,8.2
62277,Drocourt,6.9
62278,Drouvin-le-Marais,9.8
62279,Duisans,9.3
62280,Dury,9.1
62281,Echinghen,6.2
62282,Éclimeux,5.9
62283,Écoivres,10
62284,Écourt-Saint-Quentin,9.7
62285,Écoust-Saint-Mein,6.4
62286,Ecquedecques,10.2
62288,Ecques,8.3
62289,Écuires,2.6
62290,Écurie,10.8
62291,Éleu-dit-Leauwette,12.6
62292,Elnes,5.7
62293,Embry,12.5
62294,Enguinegatte,6.8
62295,Enquin-les-Mines,6.7
62296,Enquin-sur-Baillons,8.7
62297,Éperlecques,9
62298,Épinoy,2
62299,Eps,16
62300,Équihen-Plage,9.1
62301,Équirre,0
62302,Ergny,9.1
62303,Érin,5.3
62304,Erny-Saint-Julien,9.4
62306,Ervillers,13.8
62307,Escalles,0
62308,Escœuilles,2.5
62309,Esquerdes,9.8
62310,Essars,7.6
62311,Estevelles,8.2
62312,Estrée,0
62313,Estrée-Blanche,6.7
62314,Estrée-Cauchy,14.3
62315,Estréelles,3.1
62316,Estrée-Wamin,5.3
62317,Étaing,9.5
62318,Étaples,9.5
62319,Éterpigny,0
62320,Étrun,5.9
62321,Évin-Malmaison,7.8
62322,Famechon,0
62323,Fampoux,5.4
62324,Farbus,10.9
62325,Fauquembergues,9.8
62326,Favreuil,4.8
62327,Febvin-Palfart,5.5
62328,Ferfay,8.9
62329,Ferques,6.3
62330,Festubert,5.9
62331,Feuchy,5.4
62332,Ficheux,2
62333,Fiefs,8.3
62334,Fiennes,3.6
62335,Fillièvres,7.3
62336,Fléchin,4.2
62337,Flers,5.9
62338,Fleurbaix,5.5
62339,Fleury,0
62340,Floringhem,6.2
62341,Foncquevillers,14.3
62342,Fontaine-lès-Boulans,11.1
62343,Fontaine-lès-Croisilles,4.8
62344,Fontaine-lès-Hermans,9.1
62345,Fontaine-l'Étalon,8.3
62346,Fortel-en-Artois,0
62347,Fosseux,0
62348,Foufflin-Ricametz,0
62349,Fouquereuil,7.4
62350,Fouquières-lès-Béthune,8.2
62351,Fouquières-lès-Lens,10.7
62352,Framecourt,10
62353,Frémicourt,11.1
62354,Frencq,8.1
62355,Fresnes-lès-Montauban,12.8
62356,Fresnicourt-le-Dolmen,9.8
62357,Fresnoy,0
62358,Fresnoy-en-Gohelle,4
62359,Fressin,11.5
62360,Fréthun,6.9
62361,Frévent,13.2
62362,Frévillers,4.8
62363,Frévin-Capelle,5.3
62364,Fruges,11.5
62365,Galametz,9.5
62366,Gauchin-Légal,12.5
62367,Gauchin-Verloingt,7.7
62368,Gaudiempré,10.5
62369,Gavrelle,7.5
62370,Gennes-Ivergny,0
62371,Givenchy-en-Gohelle,8.5
62372,Givenchy-le-Noble,6.7
62373,Givenchy-lès-la-Bassée,10.5
62374,Gomiécourt,13.3
62375,Gommecourt,9.1
62376,Gonnehem,6.8
62377,Gosnay,9.3
62378,Gouves,0
62379,Gouy-en-Artois,2.7
62380,Gouy-Servins,2.9
62381,Gouy-en-Ternois,11.8
62382,Gouy-Saint-André,12
62383,Gouy-sous-Bellonne,7.5
62384,Graincourt-lès-Havrincourt,4.6
62385,Grand-Rullecourt,0
62386,Grenay,11.4
62387,Grévillers,8.3
62388,Grigny,9.4
62389,Grincourt-lès-Pas,0
62390,Groffliers,7.5
62391,Guarbecque,9.2
62392,Guémappe,11.4
62393,Guemps,1.1
62395,Guigny,0
62396,Guinecourt,0
62397,Guînes,9.8
62398,Guisy,4.5
62399,Habarcq,6
62400,Haillicourt,12.3
62401,Haisnes,8
62402,Halinghen,8
62403,Hallines,8
62404,Halloy,5.9
62405,Hamblain-les-Prés,10.6
62406,Hamelincourt,8.3
62407,Ham-en-Artois,6.2
62408,Hames-Boucres,7.7
62409,Hannescamps,5.6
62410,Haplincourt,5.3
62411,Haravesnes,0
62412,Hardinghen,5.6
62413,Harnes,10.1
62414,Haucourt,0
62415,Haute-Avesnes,12.2
62416,Hautecloque,0
62418,Hauteville,4.2
62419,Haut-Loquin,14.3
62421,Havrincourt,0
62422,Hébuterne,9.8
62423,Helfaut,5.2
62424,Hendecourt-lès-Cagnicourt,0
62425,Hendecourt-lès-Ransart,0
62426,Héninel,10
62427,Hénin-Beaumont,11.4
62428,Hénin-sur-Cojeul,17.4
62429,Henneveux,0
62430,Hénu,14.3
62431,Herbelles,6.1
62432,Herbinghen,0
62433,Héricourt,0
62434,La Herlière,6.7
62435,Herlincourt,10
62436,Herlin-le-Sec,0
62437,Herly,2.7
62438,Hermaville,4
62439,Hermelinghen,3
62440,Hermies,8.1
62441,Hermin,10
62442,Hernicourt,6.3
62443,Hersin-Coupigny,10.7
62444,Hervelinghen,5.3
62445,Hesdigneul-lès-Béthune,11.4
62446,Hesdigneul-lès-Boulogne,9.7
62447,Hesdin,10.7
62448,Hesdin-l'Abbé,2.9
62449,Hesmond,17.6
62450,Hestrus,0
62451,Heuchin,7
62452,Heuringhem,8.7
62453,Hézecques,10
62454,Hinges,9
62455,Hocquinghen,0
62456,Houchin,7.4
62457,Houdain,10.7
62458,Houlle,7.7
62459,Houvin-Houvigneul,8
62460,Hubersent,4
62461,Huby-Saint-Leu,6.3
62462,Huclier,12.5
62463,Hucqueliers,3.9
62464,Hulluch,7.6
62465,Humbercamps,12
62466,Humbert,13.6
62467,Humerœuille,18.7
62468,Humières,11.1
62469,Inchy-en-Artois,8.3
62470,Incourt,0
62471,Inghem,8.1
62472,Inxent,5.3
62473,Isbergues,9
62474,Isques,4.5
62475,Ivergny,4.3
62476,Izel-lès-Équerchin,5.4
62477,Izel-lès-Hameau,4.5
62478,Journy,0
62479,Labeuvrière,11.5
62480,Labourse,7.8
62481,Labroye,0
62483,Lacres,18.2
62484,Lagnicourt-Marcel,6.5
62485,Laires,9.1
62486,Lambres,7.7
62487,Landrethun-le-Nord,7.5
62488,Landrethun-lès-Ardres,1.5
62489,Lapugnoy,6.7
62490,Lattre-Saint-Quentin,0
62491,Laventie,7.4
62492,Lebiez,4.2
62493,Lebucquière,3.8
62494,Léchelle,0
62495,Ledinghem,11.1
62496,Lefaux,5.6
62497,Leforest,9.2
62498,Lens,12.3
62499,Lépine,0
62500,Lespesses,4.9
62501,Lespinoy,4.8
62502,Lestrem,5.8
62503,Leubringhen,7.1
62504,Leulinghem,0
62505,Leulinghen-Bernes,2.8
62506,Licques,5.9
62507,Liencourt,11.5
62508,Lières,8.8
62509,Liettres,8
62510,Liévin,13
62511,Lignereuil,16.7
62512,Ligny-lès-Aire,7.1
62513,Ligny-sur-Canche,0
62514,Ligny-Saint-Flochel,4
62515,Ligny-Thilloy,1.8
62516,Lillers,11
62517,Linghem,14.3
62518,Linzeux,0
62519,Lisbourg,8.3
62520,Locon,3.5
62521,La Loge,15
62522,Loison-sur-Créquoise,7.7
62523,Loison-sous-Lens,12
62524,Longfossé,8
62525,Longuenesse,12.6
62526,Longueville,10
62527,Longvilliers,12.5
62528,Loos-en-Gohelle,10.9
62529,Lorgies,5
62530,Lottinghen,4.1
62531,Louches,7
62532,Lozinghem,7
62533,Lugy,9.1
62534,Lumbres,11.6
62535,La Madelaine-sous-Montreuil,0
62536,Magnicourt-en-Comte,6.3
62537,Magnicourt-sur-Canche,10
62538,Maintenay,4.7
62539,Maisnil,12.5
62540,Maisnil-lès-Ruitz,10.4
62541,Maisoncelle,0
62542,Maizières,5.9
62543,Mametz,6
62544,Manin,5.6
62545,Maninghem,15.4
62546,Maninghen-Henne,3.3
62547,Marant,22.2
62548,Marck,8.6
62549,Marconne,5.6
62550,Marconnelle,13.1
62551,Marenla,3.8
62552,Maresquel-Ecquemicourt,12.7
62553,Marest,7.1
62554,Maresville,0
62555,Marles-les-Mines,10.1
62556,Marles-sur-Canche,3.4
62557,Marœuil,4.3
62558,Marquay,6.3
62559,Marquion,15.8
62560,Marquise,11.3
62561,Martinpuich,15
62562,Matringhem,11.1
62563,Mazingarbe,9
62564,Mazinghem,2.5
62565,Mencas,14.7
62566,Menneville,4
62567,Mentque-Nortbécourt,4.1
62568,Mercatel,0
62569,Merck-Saint-Liévin,3.1
62570,Méricourt,12.2
62571,Merlimont,7.3
62572,Metz-en-Couture,9.8
62573,Meurchin,10.4
62574,Mingoval,4.8
62576,Moncheaux-lès-Frévent,7.7
62577,Monchel-sur-Canche,0
62578,Monchiet,0
62579,Monchy-au-Bois,4.2
62580,Monchy-Breton,5
62581,Monchy-Cayeux,3.2
62582,Monchy-le-Preux,6.3
62583,Mondicourt,11.9
62584,Mont-Bernanchon,3.9
62585,Montcavrel,3.2
62586,Montenescourt,11.1
62587,Montigny-en-Gohelle,11.2
62588,Montreuil,11.5
62589,Mont-Saint-Éloi,2.4
62590,Monts-en-Ternois,0
62591,Morchies,15.8
62592,Moringhem,2.2
62593,Morval,0
62594,Mory,9.1
62595,Moulle,7.3
62596,Mouriez,4.3
62597,Moyenneville,13
62598,Muncq-Nieurlet,4.8
62599,Nabringhen,0
62600,Nédon,6.3
62601,Nédonchel,7.1
62602,Nempont-Saint-Firmin,0
62603,Nesles,7.6
62604,Neufchâtel-Hardelot,10
62605,Neulette,0
62606,Neuve-Chapelle,5.9
62607,Neuville-au-Cornet,14.3
62608,Neuville-Bourjonval,0
62609,Neuville-Saint-Vaast,4.8
62610,Neuville-sous-Montreuil,6.9
62611,Neuville-Vitasse,6.3
62612,Neuvireuil,0
62613,Nielles-lès-Bléquin,4.3
62614,Nielles-lès-Ardres,5.3
62615,Nielles-lès-Calais,0
62616,Nœux-lès-Auxi,12.5
62617,Nœux-les-Mines,10.3
62618,Nordausques,4.2
62619,Noreuil,0
62620,Norrent-Fontes,9
62621,Nortkerque,8.1
62622,Nort-Leulinghem,5.3
62623,Nouvelle-Église,8.3
62624,Noyelles-Godault,10.8
62625,Noyelles-lès-Humières,0
62626,Noyelles-lès-Vermelles,7.7
62627,Noyelles-sous-Bellonne,4.3
62628,Noyelles-sous-Lens,10.6
62629,Noyellette,0
62630,Noyelle-Vion,7.7
62631,Nuncq-Hautecôte,5.3
62632,Oblinghem,17.4
62633,Œuf-en-Ternois,4
62634,Offekerque,5.2
62635,Offin,5.9
62636,Offrethun,0
62637,Oignies,11.2
62638,Oisy-le-Verger,4.1
62639,Oppy,10.8
62640,Orville,2.8
62641,Ostreville,12.5
62642,Ourton,4.1
62643,Outreau,10.4
62644,Ouve-Wirquin,10
62645,Oye-Plage,7.1
62646,Palluel,3.6
62647,Le Parcq,14.3
62648,Parenty,6.5
62649,Pas-en-Artois,7
62650,Pelves,11.1
62651,Penin,9.5
62652,Pernes,10.8
62653,Pernes-lès-Boulogne,8.5
62654,Peuplingues,7.4
62655,Pierremont,10.3
62656,Pihem,4.5
62657,Pihen-lès-Guînes,4.5
62658,Pittefaux,0
62659,Planques,9.1
62660,Plouvain,8.3
62661,Bouin-Plumoison,0
62662,Polincove,1.4
62663,Pommera,6.7
62664,Pommier,5
62665,Le Ponchel,10.5
62666,Pont-à-Vendin,8.5
62667,Le Portel,15.1
62668,Prédefin,0
62669,Pressy,0
62670,Preures,2.1
62671,Pronville,9.4
62672,Puisieux,14.3
62673,Quéant,3.5
62674,Quelmes,0
62675,Quercamps,8
62676,Quernes,6.8
62677,Le Quesnoy-en-Artois,5.6
62678,Quesques,3.5
62679,Questrecques,6.5
62680,Quiéry-la-Motte,2.8
62681,Quiestède,11.1
62682,Quilen,0
62683,Quœux-Haut-Maînil,0
62684,Racquinghem,8.7
62685,Radinghem,8.7
62686,Ramecourt,0
62688,Rang-du-Fliers,7.8
62689,Ransart,7.9
62690,Raye-sur-Authie,8.3
62691,Rebecques,0
62692,Rebergues,4.5
62693,Rebreuve-Ranchicourt,8
62694,Rebreuve-sur-Canche,0
62695,Rebreuviette,7.7
62696,Reclinghem,0
62697,Récourt,4.8
62698,Recques-sur-Course,3.4
62699,Recques-sur-Hem,3.6
62700,Regnauville,11.8
62701,Rely,5.6
62702,Remilly-Wirquin,2.9
62703,Rémy,0
62704,Renty,13.8
62705,Rety,9
62706,Richebourg,7.8
62708,Riencourt-lès-Bapaume,0
62709,Riencourt-lès-Cagnicourt,0
62710,Rimboval,0
62711,Rinxent,9.1
62712,Rivière,3.4
62713,Robecq,12.4
62714,Roclincourt,2.5
