Code,Communes,Part_des_menages
59136,Le Cateau-Cambrésis,13.7
59137,Catillon-sur-Sambre,12.9
59138,Cattenières,13.2
59139,Caudry,13.9
59140,Caullery,2.3
59141,Cauroir,1.8
59142,Cerfontaine,8.6
59143,La Chapelle-d'Armentières,9.9
59144,Château-l'Abbaye,6.4
59145,Chemy,8.5
59146,Chéreng,7
59147,Choisies,0
59148,Clairfayts,19.5
59149,Clary,7.4
59150,Cobrieux,2
59151,Colleret,7.8
59152,Comines,10.4
59153,Condé-sur-l'Escaut,14.8
59154,Coudekerque-Village,6.5
59155,Coudekerque-Branche,10.3
59156,Courchelettes,10.6
59157,Cousolre,5.9
59158,Coutiches,6.5
59159,Craywick,7.1
59160,Crespin,13.9
59161,Crèvecœur-sur-l'Escaut,14.1
59162,Crochte,6.6
59163,Croix,11
59164,Croix-Caluyau,15
59165,Cuincy,10.9
59166,Curgies,5.4
59167,Cuvillers,15
59168,Cysoing,12.2
59169,Damousies,4.3
59170,Dechy,11.8
59171,Dehéries,0
59172,Denain,13.8
59173,Deûlémont,7.4
59174,Dimechaux,6.1
59175,Dimont,3.1
59176,Doignies,7.1
59177,Dompierre-sur-Helpe,8.1
59178,Douai,12.1
59179,Douchy-les-Mines,13.5
59180,Le Doulieu,4
59181,Dourlers,1.7
59182,Drincham,13.6
59183,Dunkerque,10.7
59184,Ebblinghem,8.2
59185,Écaillon,13.2
59186,Eccles,0
59187,Éclaibes,13.2
59188,Écuélin,0
59189,Eecke,6.8
59190,Élesmes,3
59191,Élincourt,15.9
59192,Émerchicourt,3.7
59193,Emmerin,7.1
59194,Englefontaine,8.5
59195,Englos,7.7
59196,Ennetières-en-Weppes,5
59197,Ennevelin,6.6
59198,Eppe-Sauvage,18.2
59199,Erchin,5.5
59200,Eringhem,8.9
59201,Erquinghem-le-Sec,12.5
59202,Erquinghem-Lys,6.9
59203,Erre,6.3
59204,Escarmain,14.3
59205,Escaudain,11.2
59206,Escaudœuvres,9.1
59207,Escautpont,14.3
59208,Escobecques,0
59209,Esnes,7.4
59210,Esquelbecq,5.8
59211,Esquerchin,6.3
59212,Estaires,7.6
59213,Estourmel,4.4
59214,Estrées,8.1
59215,Estreux,5.5
59216,Eswars,11.4
59217,Eth,9.4
59218,Étrœungt,8
59219,Estrun,7.7
59220,Faches-Thumesnil,10.1
59221,Famars,4.7
59222,Faumont,7.3
59223,Le Favril,8.7
59224,Féchain,3.5
59225,Feignies,10.8
59226,Felleries,9.3
59227,Fenain,9.6
59228,Férin,7.6
59229,Féron,0
59230,Ferrière-la-Grande,12.2
59231,Ferrière-la-Petite,5.8
59232,La Flamengrie,7.9
59233,Flaumont-Waudrechies,8.1
59234,Flers-en-Escrebieux,11.4
59236,Flesquières,3.6
59237,Flêtre,4.7
59238,Flines-lès-Mortagne,6.7
59239,Flines-lez-Raches,6.1
59240,Floursies,0
59241,Floyon,5.6
59242,Fontaine-au-Bois,10.4
59243,Fontaine-au-Pire,2.6
59244,Fontaine-Notre-Dame,8.4
59246,Forest-en-Cambrésis,5.7
59247,Forest-sur-Marque,8
59249,Fourmies,13.5
59250,Fournes-en-Weppes,8.2
59251,Frasnoy,3.1
59252,Frelinghien,11
59253,Fresnes-sur-Escaut,14.5
59254,Fressain,3.3
59255,Fressies,14
59256,Fretin,9.3
59257,Fromelles,2.9
59258,Genech,5.2
59259,Ghissignies,12.8
59260,Ghyvelde,7
59261,Glageon,13.7
59262,Godewaersvelde,4.3
59263,Gœulzin,7.2
59264,Gognies-Chaussée,6.3
59265,Gommegnies,6.4
59266,Gondecourt,6.3
59267,Gonnelieu,6.3
59268,La Gorgue,8.7
59269,Gouzeaucourt,15.9
59270,Grand-Fayt,2.6
59271,Grande-Synthe,14.1
59272,Grand-Fort-Philippe,10.3
59273,Gravelines,9.5
59274,La Groise,6.3
59275,Gruson,1.9
59276,Guesnain,9.8
59277,Gussignies,2.9
59278,Hallennes-lez-Haubourdin,8.2
59279,Halluin,9.9
59280,Hamel,12
59281,Hantay,10.1
59282,Hardifort,0
59283,Hargnies,5.3
59284,Hasnon,6.4
59285,Haspres,8.2
59286,Haubourdin,11.4
59287,Haucourt-en-Cambrésis,4.5
59288,Haulchin,8.2
59289,Haussy,6.6
59290,Haut-Lieu,7.9
59291,Hautmont,16.2
59292,Haveluy,9.4
59293,Haverskerque,6.8
59294,Haynecourt,4.2
59295,Hazebrouck,10.2
59296,Hecq,6.3
59297,Hélesmes,7.8
59299,Hem,12
59300,Hem-Lenglet,6.5
59301,Hergnies,9.4
59302,Hérin,11.5
59303,Herlies,12.3
59304,Herrin,5.6
59305,Herzeele,4.1
59306,Hestrud,3.9
59307,Holque,14.3
59308,Hondeghem,6.5
59309,Hondschoote,5.4
59310,Hon-Hergies,10.8
59311,Honnechy,15.7
59312,Honnecourt-sur-Escaut,8.6
59313,Hordain,7.5
59314,Hornaing,9.5
59315,Houdain-lez-Bavay,6.1
59316,Houplin-Ancoisne,9
59317,Houplines,11.5
59318,Houtkerque,7.3
59319,Hoymille,4.4
59320,Illies,7.5
59321,Inchy,9.1
59322,Iwuy,11.7
59323,Jenlain,1.8
59324,Jeumont,14.9
59325,Jolimetz,8
59326,Killem,3.1
59327,Lallaing,13
59328,Lambersart,10.2
59329,Lambres-lez-Douai,8.6
59330,Landas,6.4
59331,Landrecies,11.9
59332,Lannoy,14.8
59333,Larouillies,7.4
59334,Lauwin-Planque,8.6
59335,Lecelles,8.3
59336,Lécluse,9.4
59337,Lederzeele,7.1
59338,Ledringhem,5
59339,Leers,7.7
59340,Leffrinckoucke,9.7
59341,Lesdain,5.6
59342,Lez-Fontaine,0
59343,Lesquin,9.4
59344,Leval,10
59345,Lewarde,10.8
59346,Lezennes,9.7
59347,Liessies,10
59348,Lieu-Saint-Amand,9.8
59349,Ligny-en-Cambrésis,8.3
59350,Lille,8.2
59351,Limont-Fontaine,1.8
59352,Linselles,10.3
59353,Locquignol,5.4
59354,Loffre,6.7
59356,Lompret,6.2
59357,La Longueville,9.8
59358,Looberghe,6.1
59359,Loon-Plage,9.3
59360,Loos,12.7
59361,Lourches,12.5
59363,Louvignies-Quesnoy,9.3
59364,Louvil,7.4
59365,Louvroil,18.9
59366,Lynde,3.5
59367,Lys-lez-Lannoy,11.9
59368,La Madeleine,9.5
59369,Maing,8
59370,Mairieux,6.3
59371,Le Maisnil,3.4
59372,Malincourt,5.8
59374,Marbaix,2.6
59375,Marchiennes,7.8
59377,Marcoing,11.5
59378,Marcq-en-Barœul,9.8
59379,Marcq-en-Ostrevent,4.4
59381,Maresches,8.4
59382,Maretz,7
59383,Marly,10.1
59384,Maroilles,9.3
59385,Marpent,10.6
59386,Marquette-lez-Lille,11.7
59387,Marquette-en-Ostrevant,9.1
59388,Marquillies,4.5
59389,Masnières,8.1
59390,Masny,11.4
59391,Mastaing,5.7
59392,Maubeuge,13.9
59393,Maulde,9.6
59394,Maurois,3.4
59395,Mazinghien,6.5
59396,Mecquignies,7.5
59397,Merckeghem,6.4
59398,Mérignies,4.3
59399,Merris,5.7
59400,Merville,9.2
59401,Méteren,6.5
59402,Millam,4.2
59403,Millonfosse,9.5
59404,Les Moëres,4.7
59405,Mœuvres,7.3
59406,Monceau-Saint-Waast,2.1
59407,Monchaux-sur-Écaillon,4.5
59408,Moncheaux,7
59409,Monchecourt,11.9
59410,Mons-en-Barœul,13
59411,Mons-en-Pévèle,5.6
59412,Montay,20
59413,Montigny-en-Cambrésis,7.8
59414,Montigny-en-Ostrevent,9.5
59415,Montrécourt,13
59416,Morbecque,8.2
59418,Mortagne-du-Nord,14.5
59419,Mouchin,5
59420,Moustier-en-Fagne,20
59421,Mouvaux,8.3
59422,Naves,4.9
59423,Neuf-Berquin,11.7
59424,Neuf-Mesnil,13.2
59425,Neuville-en-Avesnois,8.3
59426,Neuville-en-Ferrain,8.4
59427,La Neuville,4.5
59428,Neuville-Saint-Rémy,10.9
59429,Neuville-sur-Escaut,8.8
59430,Neuvilly,9.5
59431,Nieppe,9.4
59432,Niergnies,9.6
59433,Nieurlet,8.9
59434,Nivelle,7.2
59435,Nomain,6.5
59436,Noordpeene,2.6
59437,Noyelles-lès-Seclin,4.8
59438,Noyelles-sur-Escaut,8
59439,Noyelles-sur-Sambre,3.4
59440,Noyelles-sur-Selle,2.6
59441,Obies,4.3
59442,Obrechies,3.7
59443,Ochtezeele,0
59444,Odomez,14.1
59445,Ohain,8.8
59446,Oisy,11.1
59447,Onnaing,12.4
59448,Oost-Cappel,4.2
59449,Orchies,10.2
59450,Ors,9.1
59451,Orsinval,14.8
59452,Ostricourt,11.1
59453,Oudezeele,6.6
59454,Oxelaëre,7.5
59455,Paillencourt,6
59456,Pecquencourt,11.3
59457,Pérenchies,13.1
59458,Péronne-en-Mélantois,8.7
59459,Petite-Forêt,9.5
59461,Petit-Fayt,7.1
59462,Phalempin,9.6
59463,Pitgam,1.1
59464,Poix-du-Nord,9.9
59465,Pommereuil,10.7
59466,Pont-à-Marcq,9.6
59467,Pont-sur-Sambre,10.4
59468,Potelle,5.4
59469,Pradelles,0
59470,Prémesques,7
59471,Préseau,4.8
59472,Preux-au-Bois,11.9
59473,Preux-au-Sart,7.7
59474,Prisches,7.3
59475,Prouvy,9.1
59476,Proville,9
59477,Provin,11.1
59478,Quaëdypre,8.3
59479,Quarouble,8.4
59480,Quérénaing,7.5
59481,Le Quesnoy,14.7
59482,Quesnoy-sur-Deûle,8.4
59483,Quiévelon,0
59484,Quiévrechain,12.4
59485,Quiévy,9.3
59486,Râches,6.6
59487,Radinghem-en-Weppes,4.1
59488,Raillencourt-Sainte-Olle,7.4
59489,Raimbeaucourt,7
59490,Rainsars,5
59491,Raismes,12.3
59492,Ramillies,10.3
59493,Ramousies,0
59494,Raucourt-au-Bois,16.7
59495,Recquignies,10.2
59496,Rejet-de-Beaulieu,4.8
59497,Renescure,7.7
59498,Reumont,14.3
59499,Rexpoëde,4.4
59500,Ribécourt-la-Tour,5.3
59501,Rieulay,12.5
59502,Rieux-en-Cambrésis,8.9
59503,Robersart,0
59504,Rœulx,9.7
59505,Rombies-et-Marchipont,4.3
59506,Romeries,8.8
59507,Ronchin,11
59508,Roncq,9.7
59509,Roost-Warendin,7.8
59511,Rosult,6.5
59512,Roubaix,16.8
59513,Roucourt,6.8
59514,Rousies,9.3
59515,Rouvignies,0
59516,Rubrouck,8.5
59517,Les Rues-des-Vignes,4.3
59518,Ruesnes,4.5
59519,Rumegies,4.1
59520,Rumilly-en-Cambrésis,9.4
59521,Sailly-lez-Cambrai,10.9
59522,Sailly-lez-Lannoy,7.5
59523,Sainghin-en-Mélantois,6.6
59524,Sainghin-en-Weppes,9.8
59525,Sains-du-Nord,9.3
59526,Saint-Amand-les-Eaux,12.3
59527,Saint-André-lez-Lille,10.9
59528,Saint-Aubert,7.9
59529,Saint-Aubin,5.6
59530,Saint-Aybert,3
59531,Saint-Benin,16.2
59532,Saint-Georges-sur-l'Aa,0
59533,Saint-Hilaire-lez-Cambrai,9.5
59534,Saint-Hilaire-sur-Helpe,3.8
59535,Saint-Jans-Cappel,4.9
59536,Sainte-Marie-Cappel,4.1
59537,Saint-Martin-sur-Écaillon,8.3
59538,Saint-Momelin,8.9
59539,Saint-Pierre-Brouck,6.7
59541,Saint-Python,3.9
59542,Saint-Remy-Chaussée,12.8
59543,Saint-Remy-du-Nord,9.7
59544,Saint-Saulve,11.3
59545,Saint-Souplet,5.7
59546,Saint-Sylvestre-Cappel,4.6
59547,Saint-Vaast-en-Cambrésis,13.1
59548,Saint-Waast,8.3
59549,Salesches,4.5
59550,Salomé,9.3
59551,Saméon,6.5
59552,Sancourt,6.3
59553,Santes,10.2
59554,Sars-et-Rosières,2.2
59555,Sars-Poteries,19
59556,Sassegnies,10
59557,Saultain,11.2
59558,Saulzoir,13.6
59559,Sebourg,7.7
59560,Seclin,11.6
59562,Sémeries,5.6
59563,Semousies,8.3
59564,La Sentinelle,8.4
59565,Sepmeries,5
59566,Sequedin,9.1
59567,Séranvillers-Forenville,14.7
59568,Sercus,5.7
59569,Sin-le-Noble,12.7
59570,Socx,10.6
59571,Solesmes,9.9
59572,Solre-le-Château,12.2
59573,Solrinnes,0
59574,Somain,11.8
59575,Sommaing,2.8
59576,Spycker,4
59577,Staple,7.7
59578,Steenbecque,7.5
59579,Steene,12.1
59580,Steenvoorde,5.3
59581,Steenwerck,7.1
59582,Strazeele,3.5
59583,Taisnières-en-Thiérache,6.3
59584,Taisnières-sur-Hon,6.5
59585,Templemars,9
59586,Templeuve,7.5
59587,Terdeghem,5.7
59588,Téteghem,7
59589,Thiant,9.3
59590,Thiennes,11.9
59591,Thivencelle,15
59592,Thumeries,7
59593,Thun-l'Évêque,6.2
59594,Thun-Saint-Amand,9
59595,Thun-Saint-Martin,7.8
59596,Tilloy-lez-Marchiennes,13.3
59597,Tilloy-lez-Cambrai,5.1
59598,Toufflers,8.8
59599,Tourcoing,14.1
59600,Tourmignies,1.7
59601,Trélon,14.9
59602,Tressin,6.8
59603,Trith-Saint-Léger,11.7
59604,Troisvilles,9
59605,Uxem,8.1
59606,Valenciennes,9.6
59607,Vendegies-au-Bois,12.9
59608,Vendegies-sur-Écaillon,6.6
59609,Vendeville,9.4
59610,Verchain-Maugré,6.3
59611,Verlinghem,5
59612,Vertain,0
59613,Vicq,9.9
59614,Viesly,5.7
59615,Vieux-Berquin,4.4
59616,Vieux-Condé,11.5
59617,Vieux-Mesnil,6.5
59618,Vieux-Reng,5.1
59619,Villereau,5.6
59620,Villers-au-Tertre,6.8
59622,Villers-en-Cauchies,10.1
59623,Villers-Guislain,4.2
59624,Villers-Outréaux,6.1
59625,Villers-Plouich,4.9
59626,Villers-Pol,5.5
59627,Villers-Sire-Nicole,6.8
59628,Volckerinckhove,5.7
59629,Vred,8.4
59630,Wahagnies,9.5
59631,Walincourt-Selvigny,12.9
59632,Wallers,9.5
59633,Wallers-en-Fagne,0
59634,Wallon-Cappel,4.9
59635,Wambaix,0
59636,Wambrechies,8.8
59637,Wandignies-Hamage,5.7
59638,Wannehain,8.2
59639,Wargnies-le-Grand,8.7
59640,Wargnies-le-Petit,6.6
59641,Warhem,2.6
59642,Warlaing,6.4
59643,Warneton,5
59645,Wasnes-au-Bac,5.6
59646,Wasquehal,10.4
59647,Watten,10.3
59648,Wattignies,10.5
59649,Wattignies-la-Victoire,0
59650,Wattrelos,11.9
59651,Wavrechain-sous-Denain,12.7
59652,Wavrechain-sous-Faulx,7.9
59653,Wavrin,11.6
59654,Waziers,12.7
59655,Wemaers-Cappel,9.5
59656,Wervicq-Sud,8.7
59657,West-Cappel,11.8
59658,Wicres,0
59659,Wignehies,12.2
59660,Willems,8.3
59661,Willies,7.8
59662,Winnezeele,5.4
59663,Wormhout,5.1
59664,Wulverdinghe,3.7
59665,Wylder,3.8
59666,Zegerscappel,4.5
59667,Zermezeele,10
59668,Zuydcoote,10.3
59669,Zuytpeene,4.3
59670,Don,11
60001,Abancourt,6.2
60002,Abbecourt,3.3
60003,Abbeville-Saint-Lucien,2.6
60004,Achy,5.3
60005,Acy-en-Multien,3.8
60006,Les Ageux,6.5
60007,Agnetz,7.6
60008,Airion,7.3
60009,Allonne,5.5
60010,Amblainville,4.9
60011,Amy,8.3
60012,Andeville,9.1
60013,Angicourt,4.1
60014,Angivillers,11.1
60015,Angy,6.8
60016,Ansacq,3.7
60017,Ansauvillers,8.6
60018,Anserville,4.5
60019,Antheuil-Portes,5.1
60020,Antilly,9.5
60021,Appilly,4.1
60022,Apremont,5.4
60023,Armancourt,1.9
60024,Arsy,6.3
60025,Attichy,9.8
60026,Auchy-la-Montagne,0
60027,Auger-Saint-Vincent,0
60028,Aumont-en-Halatte,13.5
60029,Auneuil,10.4
60030,Auteuil,1.9
60031,Autheuil-en-Valois,0
60032,Autrêches,2.9
60033,Avilly-Saint-Léonard,5.5
60034,Avrechy,6.6
60035,Avricourt,8.3
60036,Avrigny,6.1
60037,Babœuf,16.7
60038,Bachivillers,2.5
60039,Bacouël,4.3
60040,Bailleul-le-Soc,8.2
60041,Bailleul-sur-Thérain,12.8
60042,Bailleval,7.8
60043,Bailly,4.8
60044,Balagny-sur-Thérain,7.4
60045,Barbery,7.5
60046,Bargny,11.5
60047,Baron,3.8
60048,Baugy,6.9
60049,Bazancourt,7.7
60050,Bazicourt,3.1
60051,Beaudéduit,12.5
60052,Beaugies-sous-Bois,0
60053,Beaulieu-les-Fontaines,10
60054,Beaumont-les-Nonains,5.7
60055,Beaurains-lès-Noyon,10
60056,Beaurepaire,0
60057,Beauvais,13.4
60058,Beauvoir,16
60059,Béhéricourt,4.3
60060,Belle-Église,5.4
60061,Belloy,0
60062,Berlancourt,4.2
60063,Berneuil-en-Bray,6.6
60064,Berneuil-sur-Aisne,4.3
60065,Berthecourt,11.6
60066,Béthancourt-en-Valois,4.2
60067,Béthisy-Saint-Martin,6.5
60068,Béthisy-Saint-Pierre,10.8
60069,Betz,3.6
60070,Bienville,3.2
60071,Biermont,0
60072,Bitry,3.6
60073,Blacourt,1.9
60074,Blaincourt-lès-Précy,7.7
60075,Blancfossé,0
60076,Blargies,6.3
60077,Blicourt,0
60078,Blincourt,8.3
60079,Boissy-Fresnoy,9.5
60080,Boissy-le-Bois,0
60081,Bonlier,5.4
60082,Bonneuil-les-Eaux,5.1
60083,Bonneuil-en-Valois,7.7
60084,Bonnières,6.3
60085,Bonvillers,15.8
60086,Boran-sur-Oise,9.8
60087,Borest,8.8
60088,Bornel,10.4
60089,Boubiers,5
60090,Bouconvillers,5.7
60091,Bouillancy,2.7
60092,Boullarre,5
60093,Boulogne-la-Grasse,0
60094,Boursonne,10.3
60095,Boury-en-Vexin,8.1
60096,Boutavent,10
60097,Boutencourt,0
60098,Bouvresse,11.8
60099,Braisnes-sur-Aronde,0
60100,Brasseuse,0
60101,Brégy,14.5
60102,Brenouille,10.1
60103,Bresles,8
60104,Breteuil,10.2
60105,Brétigny,5.7
60106,Breuil-le-Sec,9.6
60107,Breuil-le-Vert,5.7
60108,Briot,3.7
60109,Brombos,17.4
60110,Broquiers,8
60111,Broyes,31.3
60112,Brunvillers-la-Motte,6.2
60113,Bucamps,21.4
60114,Buicourt,0
60115,Bulles,3.6
60116,Bury,9.7
60117,Bussy,14.8
60118,Caisnes,12.2
60119,Cambronne-lès-Ribécourt,10.4
60120,Cambronne-lès-Clermont,4.9
60121,Campagne,0
60122,Campeaux,7.7
60123,Campremy,11.6
60124,Candor,7.4
60125,Canly,8.9
60126,Cannectancourt,4
60127,Canny-sur-Matz,5.7
60128,Canny-sur-Thérain,15.8
60129,Carlepont,7.9
60130,Catenoy,6.3
60131,Catheux,0
60132,Catigny,0
60133,Catillon-Fumechon,5.7
60134,Cauffry,8.6
60135,Cauvigny,8.9
60136,Cempuis,6.4
60137,Cernoy,5.3
60138,Chamant,5.3
60139,Chambly,9.7
60140,Chambors,2.9
60141,Chantilly,9.2
60142,La Chapelle-en-Serval,10.7
60143,Chaumont-en-Vexin,11.9
60144,Chavençon,6.7
60145,Chelles,5.2
60146,Chepoix,2.6
60147,Chevincourt,7.2
60148,Chèvreville,2.4
60149,Chevrières,9.8
60150,Chiry-Ourscamp,5.8
60151,Choisy-au-Bac,10.6
60152,Choisy-la-Victoire,16
60153,Choqueuse-les-Bénards,12.5
60154,Cinqueux,5.2
60155,Cires-lès-Mello,9.8
60156,Clairoix,5.7
60157,Clermont,13
60158,Coivrel,8
60159,Compiègne,10.7
60160,Conchy-les-Pots,2
60161,Conteville,25
60162,Corbeil-Cerf,3.3
60163,Cormeilles,10
60164,Le Coudray-Saint-Germer,10.2
60165,Le Coudray-sur-Thelle,9.1
60166,Coudun,6.2
60167,Couloisy,9.6
60168,Courcelles-Epayelles,11.1
60169,Courcelles-lès-Gisors,7.4
60170,Courteuil,10.9
60171,Courtieux,5.6
60172,Coye-la-Forêt,8.1
60173,Cramoisy,2.7
60174,Crapeaumesnil,18.8
60175,Creil,14.2
60176,Crépy-en-Valois,10.7
60177,Cressonsacq,12.5
60178,Crèvecœur-le-Grand,10.7
60179,Crèvecœur-le-Petit,0
60180,Crillon,2.4
60181,Crisolles,6.2
60182,Le Crocq,23.5
60183,Croissy-sur-Celle,0
60184,Croutoy,10
60185,Crouy-en-Thelle,9.5
60186,Cuignières,4.8
60187,Cuigy-en-Bray,0
60188,Cuise-la-Motte,7.2
60189,Cuts,4.5
60190,Cuvergnon,13.6
60191,Cuvilly,9.1
60192,Cuy,9.1
60193,Daméraucourt,4.5
60194,Dargies,9.2
60195,Delincourt,3.9
60196,Le Déluge,5.2
60197,Dieudonné,6.8
60198,Dives,8.8
60199,Doméliers,11.8
60200,Domfront,0
60201,Dompierre,4.3
60203,Duvy,10.8
60204,Écuvilly,17.9
60205,Élencourt,16.7
60206,Élincourt-Sainte-Marguerite,3.5
60207,Éméville,0
60208,Énencourt-Léage,0
60209,Énencourt-le-Sec,0
60210,Épineuse,4.2
60211,Éragny-sur-Epte,8.9
60212,Ercuis,14.1
60213,Ermenonville,7.1
60214,Ernemont-Boutavent,5.3
60215,Erquery,3.9
60216,Erquinvillers,0
60217,Escames,0
60218,Esches,5.9
60219,Escles-Saint-Pierre,14.3
60220,Espaubourg,2.3
60221,Esquennoy,5.6
60222,Essuiles,4
60223,Estrées-Saint-Denis,7.2
60224,Étavigny,23.1
60225,Étouy,7.4
60226,Ève,2.7
60227,Évricourt,10.5
60228,Fay-les-Étangs,9.8
60229,Le Fayel,5
60230,Le Fay-Saint-Quentin,6.3
60231,Feigneux,11.9
60232,Ferrières,9.3
60233,Feuquières,11.3
60234,Fitz-James,7.6
60235,Flavacourt,5.9
60236,Flavy-le-Meldeux,0
60237,Fléchy,0
60238,Fleurines,8.3
60239,Fleury,10.6
60240,Fontaine-Bonneleau,3.4
60241,Fontaine-Chaalis,3.7
60242,Fontaine-Lavaganne,11.6
60243,Fontaine-Saint-Lucien,0
60244,Fontenay-Torcy,7.7
60245,Formerie,12.4
60246,Fosseuse,11.6
60247,Fouilleuse,0
60248,Fouilloy,12.5
60249,Foulangues,0
60250,Fouquenies,10.6
60251,Fouquerolles,0
60252,Fournival,2.2
60253,Francastel,0
60254,Francières,6.8
60255,Fréniches,9.1
60256,Fresneaux-Montchevreuil,8.5
60257,Fresne-Léguillon,2.3
60258,Fresnières,0
60259,Fresnoy-en-Thelle,4.8
60260,Fresnoy-la-Rivière,4.3
60261,Fresnoy-le-Luat,4.3
60262,Le Frestoy-Vaux,17.4
60263,Frétoy-le-Château,0
60264,Frocourt,10.4
60265,Froissy,8
60267,Le Gallet,0
60268,Gannes,6.3
60269,Gaudechart,2.9
60270,Genvry,4.5
60271,Gerberoy,0
60272,Gilocourt,12.8
60273,Giraumont,7.5
60274,Glaignes,8.1
60275,Glatigny,10
60276,Godenvillers,0
60277,Goincourt,3.8
60278,Golancourt,5.7
60279,Gondreville,0
60280,Gourchelles,0
60281,Gournay-sur-Aronde,12.9
60282,Gouvieux,7.9
60283,Gouy-les-Groseillers,0
60284,Grandfresnoy,8.9
60285,Grandvillers-aux-Bois,4.3
60286,Grandvilliers,9.9
60287,Grandrû,0
60288,Grémévillers,2.5
60289,Grez,4.6
60290,Guignecourt,2.9
60291,Guiscard,13.8
60292,Gury,15
60293,Hadancourt-le-Haut-Clocher,10.8
60294,Hainvillers,16.7
60295,Halloy,11.1
60296,Hannaches,7.1
60297,Le Hamel,6.3
60298,Hanvoile,13.8
60299,Hardivillers,5.9
60300,Hardivillers-en-Vexin,7.7
60301,Haucourt,7.7
60302,Haudivillers,4.8
60303,Hautbos,0
60304,Haute-Épine,11.5
60305,Hautefontaine,0
60306,Hécourt,0
60307,Heilles,6.7
60308,Hémévillers,10
60309,Hénonville,3.9
60310,Herchies,8.5
60311,La Hérelle,5
60312,Héricourt-sur-Thérain,20
60313,Hermes,6.8
60314,Hétomesnil,3.8
60315,Hodenc-en-Bray,7
60316,Hodenc-l'Évêque,5.6
60317,Hondainville,9
60318,Houdancourt,1.8
60319,La Houssoye,11.4
60320,Ivors,12.5
60321,Ivry-le-Temple,9.1
60322,Jaméricourt,0
60323,Janville,3.8
60324,Jaulzy,8.9
60325,Jaux,4.7
60326,Jonquières,6.3
60327,Jouy-sous-Thelle,3.1
60328,Juvignies,3.7
60329,Laberlière,6.3
60330,Laboissière-en-Thelle,2.8
60331,Labosse,6.1
60332,Labruyère,0
60333,Lachapelle-aux-Pots,8.8
60334,Lachapelle-Saint-Pierre,5.1
60335,Lachapelle-sous-Gerberoy,0
60336,Lachaussée-du-Bois-d'Écu,0
60337,Lachelle,11.1
60338,Lacroix-Saint-Ouen,7.4
60339,Lafraye,12.5
60340,Lagny,10
60341,Lagny-le-Sec,4.9
60342,Laigneville,7.5
60343,Lalande-en-Son,3.4
60344,Lalandelle,5.7
60345,Lamécourt,15.8
60346,Lamorlaye,6.5
60347,Lannoy-Cuillère,0
60348,Larbroye,14.9
60350,Lassigny,5.7
60351,Lataule,0
60352,Lattainville,0
60353,Lavacquerie,11.8
60354,Laverrière,0
60355,Laversines,3.8
60356,Lavilletertre,13.2
60357,Léglantiers,10.2
60358,Lévignen,6.6
60359,Lhéraule,11.1
60360,Liancourt,14.3
60361,Liancourt-Saint-Pierre,5.7
60362,Libermont,4.8
60363,Lierville,0
60364,Lieuvillers,10
60365,Lihus,2.9
60366,Litz,17.2
60367,Loconville,12.9
60368,Longueil-Annel,11.5
60369,Longueil-Sainte-Marie,4.8
60370,Lormaison,11.7
60371,Loueuse,6.7
60372,Luchy,1.9
60373,Machemont,7.3
60374,Maignelay-Montigny,12.4
60375,Maimbeville,3.6
60376,Maisoncelle-Saint-Pierre,0
60377,Maisoncelle-Tuilerie,14.3
60378,Marest-sur-Matz,15.8
60379,Mareuil-la-Motte,4.3
60380,Mareuil-sur-Ourcq,7.3
60381,Margny-aux-Cerises,9.1
60382,Margny-lès-Compiègne,8.9
60383,Margny-sur-Matz,0
60385,Marolles,3.2
60386,Marquéglise,0
60387,Marseille-en-Beauvaisis,11.3
60388,Martincourt,0
60389,Maucourt,0
60390,Maulers,4.6
60391,Maysel,8
60392,Mélicocq,0
60393,Mello,15.8
60394,Ménévillers,0
60395,Méru,12.2
60396,Méry-la-Bataille,3.5
60397,Le Mesnil-Conteville,11.1
60398,Le Mesnil-en-Thelle,6.6
60399,Le Mesnil-Saint-Firmin,0
60400,Le Mesnil-sur-Bulles,0
60401,Le Mesnil-Théribus,7
60402,Le Meux,6.9
60403,Milly-sur-Thérain,6.4
60404,Mogneville,4.7
60405,Moliens,12.1
60406,Monceaux,5.9
60407,Monceaux-l'Abbaye,0
60408,Monchy-Humières,2.9
60409,Monchy-Saint-Éloi,10.3
60410,Mondescourt,3.7
60411,Monneville,0
60412,Montagny-en-Vexin,5.2
60413,Montagny-Sainte-Félicité,8.8
60414,Montataire,14.1
60415,Montépilloy,0
60416,Montgérain,18.7
60418,Montiers,12.8
60420,Montjavoult,2.1
60421,Mont-l'Évêque,7.3
60422,Montlognon,14.3
60423,Montmacq,6.5
60424,Montmartin,5
60425,Montreuil-sur-Brêche,8
60426,Montreuil-sur-Thérain,0
60427,Monts,17.6
60428,Le Mont-Saint-Adrien,6.1
60429,Morangles,0
60430,Morienval,3.2
60431,Morlincourt,8
60432,Mortefontaine,8.6
60433,Mortefontaine-en-Thelle,2.7
60434,Mortemer,11.8
60435,Morvillers,6.8
60436,Mory-Montcrux,10
60437,Mouchy-le-Châtel,12.5
60438,Moulin-sous-Touvent,7.1
60439,Mouy,11.3
60440,Moyenneville,11.1
60441,Moyvillers,3.5
60442,Muidorge,0
60443,Muirancourt,11.8
60444,Mureaumont,13.3
60445,Nampcel,0
60446,Nanteuil-le-Haudouin,8.5
60447,Néry,5.8
